MSOA21CD,%_not deprived,%_deprived-1,%_deprived-2,%_deprived-3,%_deprived-4
E02000002,32.32802439850898,36.7671975601491,20.77261945103355,6.574042697390715,0.8132836326668925
E02000003,40.11189491607881,35.68474823643882,16.224762831427878,3.5271223546582338,0.048649963512527365
E02000004,42.462311557788944,34.71524288107203,15.284757118927972,4.103852596314908,0.12562814070351758
E02000005,40.96577341469886,33.21836030777395,16.449986733881666,5.332979570177766,0.344919076678164
E02000007,35.159336318145904,34.76428759547011,19.462733737160917,6.979194100605741,0.42138530418751646
E02000008,32.31605351170568,36.141304347826086,21.25836120401338,6.396321070234114,0.5434782608695652
E02000009,36.25086147484494,36.75626005053986,18.63082931311739,5.789110957960028,0.2986446129106363
E02000010,35.674568334796604,36.318407960199,18.554287386596428,6.1750073163593795,0.6438396254023998
E02000011,36.37826961770624,36.70020120724346,17.424547283702214,3.6217303822937628,0.5231388329979879
E02000012,40.7007299270073,33.43065693430657,17.664233576642335,3.9124087591240877,0.2627737226277372
E02000013,33.14302884615385,36.53846153846153,20.88341346153846,6.7608173076923075,0.4507211538461538
E02000014,32.91387024608501,35.29082774049217,19.351230425055927,6.8512304250559275,0.33557046979865773
E02000015,32.19919579338076,35.41602227033715,19.548407052273433,6.248066811011444,0.40210330961954843
E02000016,35.45274616526472,35.84858980702623,17.169717961405244,5.294408708560119,0.5195447798119743
E02000017,34.77963785445849,37.10283566791937,16.15989067304407,6.149641270925862,0.2733173898189272
E02000018,32.54420137848367,36.97932274498052,20.16781540305664,6.922385376086305,0.2996703626011388
E02000019,36.1612515042118,35.439229843561975,19.043321299638986,5.6257521058965105,0.12033694344163659
E02000020,40.04939287919325,35.19242642519037,16.29965013377238,4.465939493722988,0.14406256431364478
E02000021,35.24879614767255,37.07865168539326,17.014446227929376,4.430176565008026,0.2568218298555377
E02000022,39.099283520982596,34.800409416581374,15.796656431252131,5.220061412487206,0.4094165813715456
E02000023,34.30917529453767,35.09460906818993,18.56479828632631,6.247768654052124,0.8211353088182792
E02006799,35.655430711610485,34.43196004993758,19.65043695380774,7.116104868913857,0.2746566791510612
E02000024,54.138750810460344,31.510698076507452,9.29327858223471,1.7289820618111087,0.08644910309055544
E02000025,46.35591037857327,31.702292042235385,13.855266546484676,4.0175122328096835,0.56657223796034
E02000026,54.0162980209546,28.870779976717113,12.262320527745441,1.979045401629802,0.2716336825766395
E02000027,45.43524416135881,31.210191082802545,15.950106157112526,4.856687898089172,0.3450106157112527
E02000028,53.07222421846928,30.21918792669781,11.10312612288897,2.0481494789795183,0.2874595759971254
E02000029,48.73684210526316,31.210526315789473,13.210526315789473,4.052631578947368,0.34210526315789475
E02000030,54.64451103241623,28.248433669299917,10.32416235358213,2.451648052301825,0.19068373740125305
E02000031,55.587067498581966,27.56664775950085,9.132161089052751,1.9568916619398753,0.11344299489506524
E02000032,53.4784159828755,33.107384944702105,9.703888690688547,1.569746699964324,0.03567606136282554
E02000033,48.75594073245736,31.478892927033826,13.92228124126363,3.270897400055913,0.19569471624266144
E02000034,49.93299383543286,31.73411953899759,11.17662824979898,3.0822835700884483,0.24122219244170465
E02000035,49.839142091152816,30.187667560321717,11.126005361930295,3.0563002680965146,0.40214477211796246
E02000036,46.67157946450504,33.505281257676245,12.896094325718495,3.635470400393024,0.17194792434291328
