msoa21cd,price,Log10-price
E02000592,17718.002463805253,4.2484147577402425
E02000593,13388.852377071453,4.126743353138599
E02000594,16964.347795691287,4.229537167595807
E02000595,18671.008129225036,4.271167768036879
E02000596,16514.0643912701,4.217853973654514
E02000597,11672.744701923813,4.067172987043305
E02000598,8125.509450518621,3.909850599757117
E02000599,7490.664989468843,3.8745203742331364
E02000600,7112.388730709516,3.8520154851652566
E02000601,7650.556765462717,3.883693041868587
E02000602,6825.819711089795,3.83415481316722
E02000603,6507.532601588015,3.8134163525253086
E02000604,6697.031643730914,3.825882350999082
E02000605,6724.794958599887,3.8276790470824493
E02000606,6922.004381239186,3.84023186984216
E02000607,6852.209929969729,3.8358306599021743
E02000608,7012.197262607673,3.8458541248856735
E02000609,6088.983721034613,3.7845448129649695
E02000610,6508.14183268381,3.8134570089975703
E02000611,6288.142115340889,3.798522348427485
E02000612,6286.777081882786,3.7984280613006254
E02000613,6253.578220577755,3.7961285864283743
E02000614,5494.271351085485,3.7399101045510412
E02000615,5398.470489984072,3.7322707317024597
E02000616,5412.8038536408185,3.73342228963958
E02000617,5454.0189958057035,3.7367166462127304
E02000619,8309.976332389033,3.9195997868734636
E02000620,9062.541155248631,3.9572499918225588
E02000621,9957.036851275405,3.9981301144674193
E02000622,7822.059395717568,3.893321109383237
E02000623,7015.751265076298,3.8460741832485583
E02000624,7757.318397436583,3.8897116173320185
E02000625,6913.881497822271,3.8397219315727567
E02000626,6549.094020805819,3.816181225338566
E02000627,8653.10733783281,3.9371720909725574
E02000628,7541.802764098424,3.8774751703947454
E02000629,9080.349594798585,3.958102569244566
E02000630,9139.227573363032,3.960909491707366
E02000631,8296.754857501843,3.9189082582717565
E02000632,8504.173773841278,3.929632125956597
E02000633,7742.953755718161,3.888906665476059
E02000634,7966.541763615613,3.901269837216206
E02000635,8350.542809085502,3.9217147067804334
E02000636,9410.751360105933,3.973624299146824
E02000637,8079.432389966105,3.907380851051256
E02000638,7056.710670082681,3.848602311431234
E02000639,6700.719311749737,3.8261214260374863
E02000640,8905.651133611365,3.949665678251405
E02000641,6162.408803497186,3.7897505052782274
E02000642,7286.098514936439,3.8624950390173485
E02000643,7089.688976694392,3.850627183184731
E02000644,6892.465250188614,3.8383745851964726
E02000645,7115.256174673859,3.852190540856627
E02000646,6961.455454999487,3.842700048517617
E02000647,6470.460225012391,3.8109351718703923
E02000648,6568.539919483515,3.817468843626467
E02000649,6660.704093742004,3.8235201402610404
E02000650,6726.825634899722,3.8278101705425738
E02000651,6685.6880952614965,3.825146111762008
E02000652,6326.214768463529,3.801143931679502
E02000653,6781.548956693081,3.8313289013174194
E02000654,7034.338154740123,3.8472232418893273
E02000655,6406.420882298002,3.8066154670869587
E02000657,6642.996138618931,3.822363999998831
E02000658,7145.912180661968,3.8540576746584354
E02000659,7111.716956830518,3.8519744635790336
E02000660,6970.652346772382,3.843273423341387
E02000661,7108.699533530326,3.851790158103959
E02000662,6950.117415730597,3.841992141650998
E02000663,6820.316859056911,3.833804551627645
E02000665,6973.145723936319,3.8434287411320853
E02000666,6975.592728145949,3.8435811162647884
E02000667,6980.729922519264,3.843900835910916
E02000668,6086.068802631819,3.7843368577221876
E02000669,6160.226993721769,3.789596715460607
E02000670,5681.579476374205,3.754469086154117
E02000671,6717.5346756922045,3.827209916924769
E02000672,5800.137029178706,3.7634382539617626
E02000673,6896.848114152452,3.8386506618433995
E02000674,5944.1186490842765,3.7740874696839297
E02000675,5347.967699033006,3.7281887755207452
E02000676,6717.546340733888,3.8272106710792437
E02000677,5011.630601216294,3.699979052392808
E02000678,5029.542949966233,3.7015285211739712
